1,1,1,120.12,109.74600000000001,116.298,109.2,126.67200000000001,152.334,116.84400000000001
2011,0.259,1.0,0.001,0.8038039262616283,0.17666347937749086,0.018897050212427744,0.0006355441484529814,189.50272174444808,NA
2012,0.259,1.0,0.001,0.7822889513000255,0.19631190526401004,0.021153187216646392,0.0002459562193179237,214.05248357918643,NA
2013,0.259,1.0,0.001,0.7781084989362471,0.19870199806205113,0.02308618764807097,0.00010331535363076964,235.03181778576786,NA
2014,0.259,1.0,0.001,0.7763475008352716,0.1987230908654906,0.024877095129679377,5.231316955836208e-05,254.4298074453503,NA
2015,0.259,1.0,0.001,0.7749362729414525,0.1984243190932129,0.026604610451102833,3.4797514231705834e-05,273.09100097064567,NA
2016,0.259,1.0,0.001,0.7735869439655215,0.19808486470803338,0.028298706465418415,2.9484861026721463e-05,290.74794616329194,NA
2017,0.259,1.0,0.001,0.7722581427994069,0.1977427309405524,0.029970515128228577,2.8611131812103127e-05,306.5547355607342,189.71073556073418
2011,0.259,1.5,0.001,0.8360083841296331,0.1441205809824645,0.019224478689919635,0.0006465561979828062,192.7862282686858,NA
2012,0.259,1.5,0.001,0.8355885972565604,0.14313992025378874,0.021023241110785077,0.0002482413788656789,212.73753815719493,NA
2013,0.259,1.5,0.001,0.8344805551284648,0.14296086175091097,0.022454612546019843,0.00010397057460443122,228.60198854907657,NA
2014,0.259,1.5,0.001,0.8334232632236903,0.14278041536299793,0.023744170395195358,5.215101811631195e-05,242.8428508275356,NA
2015,0.259,1.5,0.001,0.8323881276382767,0.14260250022624305,0.0249753461429156,3.402599256474679e-05,256.366928968676,NA
2016,0.259,1.5,0.001,0.8313667612514514,0.14242647342484,0.026178587365978837,2.817795772966647e-05,268.96531540817585,NA
2017,0.259,1.5,0.001,0.830356044665705,0.14225210688393236,0.027365049307694157,2.6799142668395973e-05,279.9046135254888,163.0606135254888
2011,0.259,2.0,0.001,0.8607984624631483,0.11917900520004182,0.019371046772283084,0.000651485564526734,194.25603705982036,NA
2012,0.259,2.0,0.001,0.8680042857434871,0.110952591204731,0.020794740546795486,0.0002483825049864182,210.42530441576017,NA
2013,0.259,2.0,0.001,0.8663547144583225,0.1115962940624438,0.021945035141016967,0.00010395633821675676,223.41417210982192,NA
2014,0.259,2.0,0.001,0.8655840049313783,0.11141760762338523,0.022946563816587575,5.182362864893813e-05,234.68535144288225,NA
2015,0.259,2.0,0.001,0.8647548323154117,0.11131814267337117,0.023893619640993617,3.3405370223600904e-05,245.2632229501538,NA
2016,0.259,2.0,0.001,0.8639445926140056,0.11121261772381089,0.02481551910841306,2.727055377050105e-05,254.9608132288298,NA
2017,0.259,2.0,0.001,0.8631421255614204,0.11110876050578161,0.02572350441382295,2.5609518974912027e-05,263.1139991934119,146.26999919341193
2011,0.259,2.5,0.001,0.8799706585090684,0.09998959548251463,0.019387700351970988,0.0006520456564459735,194.42304189084794,NA
2012,0.259,2.5,0.001,0.8889071733469355,0.09030191497375423,0.02054338955015708,0.000247522129153201,207.8818434928494,NA
2013,0.259,2.5,0.001,0.8867533800576305,0.09162059754302622,0.021522428949717978,0.00010359344962530267,219.1117769780375,NA
2014,0.259,2.5,0.001,0.8862681426775504,0.09134540269011968,0.022335037988680896,5.141664364899739e-05,228.43098782723126,NA
2015,0.259,2.5,0.001,0.8855627995460562,0.09130563484198613,0.023098692365592255,3.287324636544248e-05,237.10345358471935,NA
2016,0.259,2.5,0.001,0.884902625474216,0.09123242935261315,0.023838369453037127,2.6575720133827237e-05,244.92133471973602,NA
2017,0.259,2.5,0.001,0.8842443834633823,0.0911649037507734,0.024565972352921194,2.474043292313047e-05,251.27413146626074,134.43013146626072
2011,0.259,3,0.001,0.8949436636702585,0.08509375000729533,0.01931305125860302,0.000649535063843212,193.67444852786463,NA
2012,0.259,3,0.001,0.9032356926275842,0.07622700285987724,0.02029118500733034,0.0002461195052082374,205.32974539958747,NA
2013,0.259,3,0.001,0.9010170208087751,0.07772848426064978,0.021151498873376258,0.00010299605719893466,215.33547699109306,NA
2014,0.259,3,0.001,0.9007173116331303,0.07740091836799205,0.02183081342851108,5.095657036648351e-05,223.2740449814338,NA
2015,0.259,3,0.001,0.9000993429058376,0.07740164933045084,0.022466618435898374,3.238932781327035e-05,230.61534121544403,NA
2016,0.259,3,0.001,0.899550523630062,0.07734467764596513,0.023078797907197076,2.600081677592191e-05,237.11730780469145,NA
2017,0.259,3,0.001,0.8989971157410273,0.07729856527021033,0.023680266882253064,2.4052106509351885e-05,242.21465400370528,125.37065400370527
2011,0.259,3.5,0.001,0.9067889345635872,0.07339090088635603,0.019175263551836397,0.0006449009982202773,192.29269078463608,NA
2012,0.259,3.5,0.001,0.9136172857307489,0.06609575930294198,0.020042582832530662,0.0002443721337786456,202.81410024436556,NA
2013,0.259,3.5,0.001,0.9116111197414898,0.0674756210770293,0.02081103145880271,0.00010222772267821909,211.8693059383455,NA
2014,0.259,3.5,0.001,0.9113993307067492,0.06715778705223543,0.021392424983298717,5.045725771676803e-05,218.79043919385222,NA
2015,0.259,3.5,0.001,0.9108565230478953,0.0671775983614945,0.021933946654757234,3.1931935852808134e-05,225.14757200423873,NA
2016,0.259,3.5,0.001,0.9103910579618723,0.06713133277399784,0.022452111117964794,2.5498146165176214e-05,230.6785719183139,NA
2017,0.259,3.5,0.001,0.9099173698895147,0.06709857007946153,0.022960586240451317,2.3473790572358175e-05,234.85336882419512,118.0093688241951
2011,0.259,4,0.001,0.9162966267096082,0.06407010358817357,0.018994449817685295,0.000638819884532804,190.47946097547376,NA
2012,0.259,4,0.001,0.9214980771149706,0.058462120560858,0.019797421481799565,0.00024238084237186225,200.333273338039,NA
2013,0.259,4,0.001,0.919819823567446,0.05958916136279122,0.02048968089930178,0.00010133417046096814,208.59775641716294,NA
2014,0.259,4,0.001,0.919634673891939,0.05931834901123009,0.020997048492552087,4.9928604278987485e-05,214.74673698968817,NA
2015,0.259,4,0.001,0.9191603980115954,0.05934206554335139,0.021466046291662447,3.1490153390747605e-05,220.34466843431306,NA
2016,0.259,4,0.001,0.9187581054132372,0.059304648588797255,0.021912203989303176,2.5042008662505804e-05,225.13143184075895,NA
2017,0.259,4,0.001,0.9183472411265786,0.05928039048271221,0.022349401327199855,2.2967063509258462e-05,228.60183698835957,111.75783698835956
2011,0.259,4.5,0.001,0.924043201722939,0.05654020491936231,0.01878482360589912,0.0006317697517996299,188.3772949106171,NA
2012,0.259,4.5,0.001,0.9277101344774357,0.05249470400016982,0.019554951837394093,0.00024020968500024057,197.87968423839212,NA
