4,4,4,4,4,120.12,109.746,116.298,109.2,126.672,152.334,116.844
s,1,0.284815398,0.61975657,0.011470095,0.006492275,0.006576212,0.006960055,0.009460766,0.004962714,0.004170423,0.003976814
s,2,0.368642643,0.680688705,0.002948648,0.004159423,0.005492331,0.007089755,0.005373492,0.00370027,0.004454508,0.005339331
p,1,0.2914307,0.626728308,-0.001015202,-0.00058052,-0.000488576,-0.000905476,-0.000355212,-0.0001623,-0.000160549,-0.000254567
p,2,0.396218351,0.739173122,6.14E-05,0.00011251,0.000253995,0.000256877,6.72E-05,3.72E-05,0.000120341,0.000130965
a,1,0.042819298,0.12767954,0.046726567,0.024772004,0.057463204,0.165331172,0.090763842,0.078733316,0.032070039,0.028263996
a,2,0.075771211,0.112503211,0.063359859,0.090021469,0.124210743,0.272386374,0.057885429,0.084377799,0.077266459,0.102978647
r,1,0.058154523,0.156241537,0.086364061,0.067260858,0.092132188,0.073567118,0.324165689,0.112079645,0.095750515,0.083728542
r,2,0.079121664,0.15168421,0.161917198,0.233499627,0.322534412,0.495303328,0.401644319,0.284391615,0.277677894,0.323499837
